stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.85,0,0,0,2.82,0,0,0
21Day,0,1.11,0.37,0,0.37,4.44,0,0,0.37
3Month,0,1.77,0,3.95,0.31,0.1,0,0,0.31
22Month,0.14,4.65,0,0.14,1.09,0.14,2.19,0.41,0.27
