stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,13,0,1
72hpf,0.28,0.28,0,0.28,13.81,0,0.28
21Day,0,0,0,0,4.07,0.74,0
3Month,0.21,0,0.1,0,0,0,0
22Month,1.23,0,0,0,0,0,0
