stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0.85,0,0,0,0,0
21Day,0,9.99,0.37,0,0,0,0
3Month,0.21,4.89,0.21,0.21,0.21,0,0.1
22Month,0,0.27,0,0,0.14,0,0.14
