stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0.28,0,0,0,0.28,0,0.28
21Day,0.74,0.37,0,0,1.85,0,0
3Month,0.83,0,1.04,0.62,0.42,0,0.1
22Month,0.82,0,0.55,0.14,0.27,0.14,0
