stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,50,0,0,2,0,1,0,0,1
72hpf,338.22,3.1,0,1.41,2.54,22.27,0.28,0,9.02
21Day,153.17,3.33,0,4.07,0.37,3.7,0,0.37,0.74
3Month,22.99,0,0.42,4.47,0.1,0,0,0.1,0.31
22Month,11.34,0,0.14,6.56,0.27,0,0.27,0,0.14
