stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,2,0,0
72hpf,0,0,0.28,1.13,0,0
21Day,0.37,0,0.37,2.59,0.37,0
3Month,0.94,0.42,0.1,0,0.52,0.1
22Month,1.5,0.27,0,0.14,0,0.14
