stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,1,0,15,1
72hpf,1.69,0,0,0,3.1,0.85
21Day,5.55,0.37,0.74,2.22,5.55,5.92
