stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.56,0,0,0,0,0,0
3Month,1.87,2.7,0.21,0.1,0.1,0,0.1
22Month,1.37,0,0.14,0.27,0,0.14,0.41
