stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Secretory,Stromal
72hpf,0.85,0,0,0.28,17.47,0,0.28
21Day,0.74,0.74,0,1.48,15.91,0.74,4.07
3Month,0.31,0,0.52,0,0.1,0.1,0.21
22Month,0,0,0.27,0,0,0,0.41
