stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,1,0,0,0,0
72hpf,0.56,0,0,0,0.28
21Day,0,0,0,0,0.37
3Month,0.94,11.03,0.21,0.1,0
22Month,0.14,0.27,0,0,0
