stage,Endothelial,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,2
72hpf,0,0.56,0,0,0.56,1.13
21Day,0,0,0,0.37,1.11,0.37
3Month,0.1,0.1,0.31,0,0,0.1
