stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0,0,0,0.28,0.28
3Month,1.04,0.21,0.1,0,0
22Month,0.27,0.14,0,0,0
