stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,33,350,12,0,191,56,1719,25,5,298
72hpf,21.14,830.04,65.11,0.85,90.19,63.7,1340.19,20.57,17.76,507.61
21Day,18.87,1581.69,264.91,2.96,486.53,156.87,531.3,2.59,83.62,612.7
3Month,79.78,4235.36,29.96,205.43,3195.09,249.85,68.44,5.82,127.94,492.83
22Month,226.43,5686.39,37.31,52.47,2959.01,165.48,118.89,321.95,103.44,475.81
