stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,18,0,0,2
72hpf,1.41,0,0,0.28,21.98,0,0,0.85
21Day,2.59,0.37,0.37,0,15.54,0,0,1.11
3Month,6.03,49.3,1.46,0.62,0.94,0,0.73,1.56
22Month,5.19,12.57,0.68,0.14,0.41,0.55,0.68,1.23
