stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,1,0,1,0,0
72hpf,0.28,2.25,0.28,0,0,0.28,38.33,0,0.56
21Day,0,6.66,0.37,0,0.74,0,19.61,0.74,1.85
3Month,0,3.22,0,0.83,0.52,0.1,0.94,0.94,0.31
22Month,0.14,6.15,0,2.6,1.23,0,1.37,1.5,0.27
