stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,147,4,0,0,1
72hpf,0,2.25,0,0,50.17,6.48,0,0,2.82
21Day,0,1.85,0,0,16.28,3.33,0,0.37,3.7
3Month,0.1,0.1,0.1,0.21,0.42,0,0,0,0.1
22Month,0.55,3.69,0,0.55,0,0,0.41,0,2.05
