stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0.28,0,0,3.1,0,0
21Day,3.7,0.74,0.37,9.99,0.74,1.48
3Month,0.1,0,0.1,0,0,0
22Month,0.41,0,0,0,0,0
