stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,0
72hpf,0.28,0,0.28,0.56,4.51,0,0.28
21Day,0,0.37,0,0.37,1.11,0,0
3Month,0,0.83,0.31,0,0,0,0.1
22Month,0,0.55,0,0,0,0.14,0
