stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.28,10.15,0,0.56,0.28
21Day,0,0.37,0.37,0.37,2.59,0,0.74,0
3Month,2.7,5.51,0.73,0,0.62,0,2.29,0.1
22Month,3.28,5.6,0.41,0,0.41,0.14,2.32,0.41
