stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,14,0,0,0,39,2,0,2
72hpf,0,0.85,0,0,0.28,0,0,0,0
21Day,0,2.59,0,0,0.37,1.48,0,0,0.37
3Month,0.31,13.42,0.21,0.52,1.66,0,0,0.21,0.52
22Month,0.14,16.53,0.14,0,0.96,0.27,0.55,0,0
