stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,3,0,0
72hpf,0,0,0,1.97,0,0.28
21Day,1.11,0.37,0.37,1.11,0.37,0.74
3Month,0.42,0,0,0,0,0
