stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,0,0.28,0,0,0
21Day,0,0,0,0,7.4,0,1.11,0,0.37
3Month,0.21,2.5,0.1,1.56,18.52,0.21,0,0,1.14
22Month,0,0.96,0.14,0.27,7.11,0,0,0.14,0.14
