stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0.28,0.28,0,0,0,0,0.56
21Day,0,0,0,0.37,0,0.74,0
3Month,0,2.18,6.03,0.1,0.1,0.21,0.21
22Month,0,4.78,0.14,0.82,0,0,0.27
