stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,0,4,0
72hpf,0,0.28,0,0.28,0,1.97,0
21Day,0.37,0,0,0,0.37,1.48,0.37
3Month,0,0.31,0.21,0,0,0,0
22Month,0,0.41,0,0,0,0,0
