stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0.56,0.28,0,0,0,3.1,0.56
21Day,0,0.74,0,0.37,0.37,1.48,1.85
3Month,0.21,0,0.21,0.1,0,0,0
