stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,1
72hpf,0,0,0,0,0,0.85,0,0,0
21Day,0,0,0.37,0,0.37,0.74,0,0,0
3Month,0,1.56,0,0.21,0,0,0,0.1,0.21
22Month,0.14,2.46,0,0.27,0,0,0.41,0,0.27
