stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,0.74,0,0,1.11,0,0.37,0,0
3Month,0,0.1,0,0.31,0.31,0,0,0,0
22Month,0.41,2.19,0.14,0,12.57,0.14,0.14,0.27,0.55
