stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,2,0
72hpf,0,0,0,0.28,3.1,0.28
21Day,0,0,0,0,1.85,0
3Month,0.52,0.1,0.1,0,0.21,0
22Month,0.27,0.14,0,0,0,0
