stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,1,1,1,0,0,0
72hpf,0,0.28,0,0,0.28,0.56,0,0,0
21Day,0,0.37,0,0.37,0.37,0,0,0.37,0
3Month,0.1,42.23,8.32,4.78,0.73,0.1,0.21,0.52,0.94
22Month,0.41,67.09,1.23,11.21,0.41,0.27,2.32,0,0.68
