stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4,0,1
72hpf,0.28,0,0,0.56,6.76,0,1.13
21Day,1.11,0.74,0,0.74,7.03,0.37,3.33
3Month,0.1,0,0.21,0,0,0,0
22Month,0.41,0,0,0,0,0,0.14
