stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4,0,0,0,0,0,0,0
72hpf,6.2,0,0,0.28,0,2.25,0,0.28
21Day,19.61,1.11,0,0,0.37,0.37,0.37,1.48
3Month,10.4,0,0.94,1.35,0.31,0,0.1,0.1
22Month,3.01,0,0.14,0.68,0.14,0.14,0.14,0.14
