stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,7,1
72hpf,0,1.97,0,0,0,0,2.54,1.41
21Day,0,2.22,1.11,0.37,0,0.37,2.59,2.96
3Month,0.1,0.52,0,0.1,0.1,0.42,0,0.1
