stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,1,17,0
72hpf,0.28,3.1,0,0,0,6.2,0
21Day,0,1.85,0,0.37,0,2.96,0.37
3Month,0,7.7,0.21,0.21,0,0.31,0.31
