stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,2,0,0,0,0,28,5
72hpf,0,3.38,0.28,0,0.28,0.28,58.34,5.07
21Day,0,1.48,0.37,0.37,0,2.22,12.21,2.96
3Month,0.1,4.68,0,27.88,1.35,0.21,0.31,0.83
22Month,0,1.23,0,0.82,0.55,0,0.27,0.14
