stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,0,0,0,0,0.28,0,0.28
3Month,0,0.31,0.1,0.21,0,0,0
22Month,0.55,0,0,0,0,0.14,0
