stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,5,0,2
72hpf,0,1.97,0,0,0.56,2.25,0.56,1.97
21Day,0,3.7,0,1.11,0.37,2.59,0,1.11
3Month,0.1,3.02,0.1,1.35,0.21,0.1,0.1,0.42
22Month,0,2.05,0,0.55,0,0.14,0.14,0.27
