stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,3,0,1
72hpf,0.28,0,0,0,0.28,2.25,0,0.28
21Day,0,0.74,0,0.74,0.74,1.11,0,0.37
3Month,0,0.42,0.31,0.31,0,0.21,0,0
22Month,0.14,0.96,0,0.55,0,0,0.14,0
