stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,0,2,0,0
72hpf,0,4.23,0.28,0,0.28,0,0.85,0,0.56
21Day,0,5.92,2.96,0,1.11,0.37,0.74,0,1.85
3Month,0.21,11.44,0.21,1.87,3.02,0.42,0.21,0.52,0.42
22Month,0.27,7.11,0.14,0.27,1.37,0,0.27,0.27,0.27
