stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,2,0,0,0,1,8,0,0,1
72hpf,0,15.22,0.28,0,0.56,0.28,5.07,0,0,1.13
21Day,0,102.12,2.96,0,4.81,4.07,10.73,0,2.59,4.44
3Month,0.52,55.44,0.52,17.16,66.36,0.94,1.14,0,2.5,3.12
22Month,0.41,29.65,0.41,11.07,83.77,0.55,1.64,0.68,0.96,1.23
