stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,1,0,1,0,16,3
72hpf,0.56,0,0,0,0.28,5.92,1.13
21Day,0,0,0,0.37,0,1.48,2.22
3Month,1.14,0,2.29,0.52,0,0,0.1
