stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,2,1
72hpf,0.28,0,0.28,0,0.85,0.28
21Day,0,0.37,0,0,0.74,0
3Month,1.46,5.41,0.42,0.1,0.31,0.31
22Month,0.27,0,0,0,0,0
