stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,1,0
72hpf,0,0.85,0,0,0,0,0.28
21Day,0,1.11,0,0,0,0,0
3Month,0.1,6.55,1.87,2.39,0.31,0.1,0.62
22Month,0.14,2.73,0.27,0.96,0,0.14,0.27
