stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0,0
72hpf,0,0.28,0,0,0,13.81,0,0.28,0.28
21Day,0,0.74,0,0.37,0.37,4.07,0,0,0.37
3Month,0.1,2.18,1.56,0.31,0.21,0.42,0,0.1,0.31
22Month,0.41,6.15,1.23,1.78,0,0.68,0.27,0.14,0.41
