stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,11,0,2,4,648,0,0,6
72hpf,2.82,34.67,14.09,2.82,14.09,1278.18,0.28,2.25,44.81
21Day,0,17.39,4.81,2.59,5.92,228.28,0.37,4.44,4.44
3Month,0,0.42,0,0,0,0.52,0,0.1,0
