stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,1,0,0,1
21Day,0,0,0,0.37,0,0
3Month,0.73,0.1,0.42,0,0.1,0
22Month,1.91,0.14,4.1,0,0,0.41
