stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,1,0,0,0
72hpf,0,1.97,0,0,0,2.25,0,0,0.28
21Day,0,1.85,0,0.37,0,0.74,0,0,0
3Month,0.21,12.48,0.73,5.82,0.73,0.21,0,0.21,0.62
22Month,0.27,7.24,0,5.06,0,0.14,0.41,0.14,0.68
