stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0,0,0
72hpf,0,0,0,0,0,0,0.28,0,0
21Day,0,10.36,0,0,3.33,0,0.74,0,0
3Month,0,9.67,0.1,1.87,4.78,0.31,0.1,0,0.31
22Month,0.55,12.3,0,1.78,11.07,0,0.41,0.27,0.55
