stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,0,3,0,0
72hpf,0.85,0.28,0,0,0,1.41,0,0.85
21Day,0.37,0.74,0,0,0.37,0.37,0,1.11
3Month,2.08,0,0.52,0.1,0,0,0,0.31
22Month,1.09,0.14,0,0.41,0,0,0.14,0
