stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,0
72hpf,0,0,0,0,0,0.28,0,0,0.85
21Day,1.48,0.37,0,0,0.37,1.85,0,0,0.74
3Month,0.31,0,0.42,0,0,0,0,0,0
22Month,2.05,0,0,0.27,0,0,0.14,0.14,0
