stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0,0,0
21Day,1.85,0.37,0,33.3,1.11,0.74,0,1.11
3Month,1.56,0,0.42,6.76,0,0.1,0,0.21
22Month,1.78,0,4.24,7.24,0,0,0.14,0.14
