stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,1,2,1,0,0
72hpf,0.28,0.28,0,0.85,5.36,0,3.95
21Day,0,0,0,0.74,2.22,0,1.48
3Month,0,0,0.31,0,0,0.1,0.42
22Month,0.14,0,0,0,0,0,0.14
