stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,3,0,1
72hpf,0.28,0,0,0,0.85,0,0
21Day,0,0,0,0,0.37,0,0
3Month,1.77,9.57,0.31,0,0,0.1,0.42
22Month,0.96,4.78,0,0,0.14,0.14,0
