stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,7.89,0,0,0
21Day,0.37,0,0,0,2.96,0,0,0.37
3Month,0,0.94,0.21,0.42,0,0,0.1,0.1
22Month,0.14,10.39,0.96,1.5,0.14,0.55,0.14,0.82
