stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,5,0,0
72hpf,0.85,0.56,0,0,1.13,65.11,0,1.13
21Day,1.48,0.37,0,1.48,0.37,40.33,0.37,3.7
22Month,1.09,0,0.14,0,0,0,0,0
