stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,0.56,0,0,0,0,0.56,0,0
21Day,1.11,0,0,0,0,0,0,0.37
3Month,20.18,0.21,0.42,0.52,0.21,0,0.31,0.31
22Month,9.29,0,0.27,0.14,0,0,0,0.41
