stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,1,1
72hpf,0.28,0.28,0.28,0,0,0.28,0.28,3.95
21Day,0,0,0.37,0,0.37,1.11,0,6.66
3Month,0,0.83,0,0.1,0,0.1,0,0.21
22Month,0,3.14,0,0,0.14,0,0,0.41
