stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0.28,30.72,0,0.28
21Day,1.48,1.48,0,1.85,1.11,44.03,0.74,0.37
3Month,1.25,0,1.25,0.21,0,0,0,0.1
22Month,2.46,0,0,0.14,0.27,0.14,0,0.14
