stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,2.82,0,0.28,0.28,2.54,0,1.13
21Day,1.48,0.37,0,2.59,1.48,0,0.74
3Month,0.21,0,0,0,0,0,0.1
22Month,1.91,0,0,0.55,0,0.55,0.27
