stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,4,0,1
72hpf,5.92,0.28,0,0.28,0.28,0.85,0,7.61
21Day,3.7,0.37,0,0,0.74,1.48,0,3.33
3Month,6.55,0,0.21,0.42,0,0,0,0.62
22Month,2.19,0,0,0.27,0,0,0.14,0.14
