stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0.56,0,0,0,0,1.69,0
21Day,0,0,0.37,0.37,0,0,0,0
3Month,0,4.06,0.31,10.09,0.1,0.21,0,0
22Month,0.14,7.38,0,0.14,0.82,0,0.14,0.14
