stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,4,0,0
72hpf,0.56,2.54,0.85,0,0.28,0.85,199.55,0,3.95
21Day,0,4.81,0.74,0.37,0.37,1.48,79.92,0.37,2.22
3Month,0.1,1.14,0,9.78,0.42,0,0.52,0.1,0.1
22Month,0,2.05,0,1.09,0.14,0,0.14,0,0
