stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,1.41,0,0,0.28,1.97,0,3.38
21Day,0,0.74,0,0.37,1.11,3.33,0.74,9.99
3Month,0,0.62,0.83,0,0.21,0,0.1,0.83
22Month,0.14,0.41,0.14,0.41,0,0.14,0,0.27
