stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,1,0,4,1
72hpf,0.28,0.56,0,0,0,0.85,0
21Day,0,1.48,0,0,0.37,1.48,0.74
3Month,0,1.25,0.1,0.42,0.1,0.1,0.42
22Month,0.14,0.68,0,0.14,0.14,0,0
