stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,6,0,0,0
72hpf,0.28,0,0,0,0.28,16.07,0,0.28,0.28
21Day,0.37,0,0,0,0.37,7.4,0,0,1.85
3Month,1.25,0,0.21,0.73,0.21,0.31,0,0.31,0.94
22Month,2.87,0.14,0.55,0.14,0.14,0.82,0.14,0.27,0.27
